id,lat,long,zone,date,CO
18,18.82512516247161,98.9755937800094,urban,2024-03-30,0.07493373751641734
19,18.808118649028923,98.97559378000697,urban,2024-03-30,0.07382728401328455
20,18.791111130814,98.97559377086888,urban,2024-03-30,0.07192580363077129
21,18.774102133565243,98.97559378912425,urban,2024-03-30,0.07192580401897243
22,18.75709067921216,98.97559378001435,urban,2024-03-30,0.07184073212691905
23,18.740078723392486,98.97559377995805,urban,2024-03-30,0.06995703075627734
24,18.723065253201693,98.97559377995931,urban,2024-03-30,0.06965353339911405
25,18.816623633573617,98.99115280259166,urban,2024-03-30,0.07407385022999312
26,18.799616630104307,98.99115281170437,urban,2024-03-30,0.07195716708704812
27,18.782607636523494,98.9911528025845,urban,2024-03-30,0.07192580401897193
28,18.765598139329224,98.99115280251972,urban,2024-03-30,0.0718774327559385
29,18.791111125802086,99.00671258026475,urban,2024-03-30,0.07192580401898273
30,18.774102141283294,99.00671259850732,urban,2024-03-30,0.07189332665158243
1,18.74007870120448,98.91335808785006,urban,2024-03-31,0.06361046433447701
2,18.76559811840203,98.92891589958906,urban,2024-03-31,0.06361046110052923
3,18.7485846663651,98.9289158995633,urban,2024-03-31,0.06361046433445273
4,18.731571228912202,98.92891589956444,urban,2024-03-31,0.06361046433444631
5,18.791111128265864,98.94447493992463,urban,2024-03-31,NA
6,18.77410214222722,98.94447494902433,urban,2024-03-31,NA
7,18.757090678745303,98.94447493990828,urban,2024-03-31,0.063610464131253
8,18.74007871834797,98.94447493987954,urban,2024-03-31,0.06361046433450826
9,18.723065258432655,98.94447493075144,urban,2024-03-31,0.063583671709248
10,18.83362866444315,98.96003473115987,urban,2024-03-31,0.05653260923161084
11,18.816623631248998,98.96003473117173,urban,2024-03-31,0.056532608257732965
12,18.799616617653914,98.96003474023692,urban,2024-03-31,NA
13,18.7826076136698,98.96003473112485,urban,2024-03-31,NA
14,18.76559810565482,98.96003473107459,urban,2024-03-31,0.06361046523734754
15,18.748584661185397,98.96003473109663,urban,2024-03-31,0.06361046386676432
16,18.731571231481407,98.96003473112006,urban,2024-03-31,0.06361046446312368
17,18.84213017229777,98.97559378002752,urban,2024-03-31,NA
18,18.82512516247161,98.9755937800094,urban,2024-03-31,NA
19,18.808118649028923,98.97559378000697,urban,2024-03-31,NA
20,18.791111130814,98.97559377086888,urban,2024-03-31,NA
21,18.774102133565243,98.97559378912425,urban,2024-03-31,NA
22,18.75709067921216,98.97559378001435,urban,2024-03-31,0.06361046340189919
23,18.740078723392486,98.97559377995805,urban,2024-03-31,0.06361046577342146
